#
#  pflu216595cyc 22.5 Genes link table generated on Mon Sep 10, 2018
#  All columns are separated by tab characters.
#  Columns are: 
#
#  GENE-ID  EG#  b#  y-name  CGSC-ID  UniProt-ID  GENE-NAME  
#
#   GENE-ID      = Pathway Tools unique identifier for the gene
#   UniProt-ID = Swiss-Prot identifier
#   GENE-NAME    = Pathway Tools gene name
#
#
G1G1K-4818	C3KBC9		
G1G1K-7353			
G1G1K-5484	C3JXG5		
G1G1K-7237			
G1G1K-4894	C3KC15		
G1G1K-7104	C3JZI1		
G1G1K-8480		nrdR	
G1G1K-4637	C3KB57		
G1G1K-8870	C3K3E5		
G1G1K-4511	C3KA33		
G1G1K-533	C3K810	proY	
G1G1K-4154	C3K9N4		
G1G1K-5424	C3K7W0		
G1G1K-8636			
G1G1K-9134			
G1G1K-6561			
G1G1K-2511	C3K5K7		
G1G1K-120			
G1G1K-9348			
G1G1K-3848	C3K8N4		
G1G1K-534			
G1G1K-6296	C3JZG1		
G1G1K-8246			
G1G1K-5516			
G1G1K-7238	C3K0R6		
G1G1K-6336			
G1G1K-4895	C3KC16		
G1G1K-2759			
G1G1K-5752			
G1G1K-1657	C3KAM1		
G1G1K-6244			
G1G1K-6542	C3K011		
G1G1K-3081	C3K922		
G1G1K-8637	C3K326	pdxA	
G1G1K-535	C3K812	hutG	
G1G1K-4754			
G1G1K-6917	C3K138		
G1G1K-5542	C3JXL7		
G1G1K-2397	C3K5I9		
G1G1K-8481			
G1G1K-2194	C3K4T2		
G1G1K-1184			
G1G1K-2524			
G1G1K-6667			
G1G1K-5851			
G1G1K-5147	C3KD16		
G1G1K-1658			
G1G1K-4819	C3KBD0		
G1G1K-7703			
G1G1K-3914			
G1G1K-6180	C3JZ08		
G1G1K-5585			
G1G1K-4431	C3K9X3		
G1G1K-9135	C3K3U1		
G1G1K-1185	C3KEA0		
G1G1K-7906	C3K1U0		
G1G1K-9349			
G1G1K-1659			
G1G1K-8638			
G1G1K-4672		rarD	
G1G1K-4465	C3K9Z0		
G1G1K-2973			
G1G1K-4896	C3KC17	ggt	
G1G1K-3726	C3K995		
G1G1K-3755	C3K9A8		
G1G1K-2746	C3K6N6		
G1G1K-1186			
